Código Establecimiento,Nombre Establecimiento,Dependencia Establecimiento,Nombre Región,Nombre Comuna,Área Geográfica,Niños con Desnutrición,Prevalencia Desnutrición Niños,Niñas con Desnutrición,Prevalencia Desnutrición Niñas,Niños con Bajo Peso,Prevalencia Bajo Peso Niños,Niñas con Bajo Peso,Prevalencia Bajo Peso Niñas,Niños con Peso Normal,Prevalencia Peso Normal Niños,Niñas con Peso Normal,Prevalencia Peso Normal Niñas,Niños con Sobrepeso,Prevalencia Sobrepeso Niños,Niñas con Sobrepeso,Prevalencia Sobrepeso Niñas,Niños con Obesidad,Prevalencia Obesidad Niños,Niñas con Obesidad,Prevalencia Obesidad Niñas,Niños con Retraso en talla,Prevalencia Retraso en talla Niños,Niñas con Retraso en talla,Prevalencia Retraso en talla Niñas,Total Niños,Total Niñas
5897,COLEGIO AMERICA,Municipal,Región de La Araucanía,Vilcún,URBANO,0,"0,0",0,"0,0",4,"10,5",1,"2,8",20,"52,6",18,"50,0",9,"23,7",13,"36,1",5,"13,2",4,"11,1",1,"2,6",1,"2,8",38,36
5921,COMPLEJO EDUCACIONAL PADRE NICOLAS,Subvencionado,Región de La Araucanía,Vilcún,URBANO,1,"2,3",0,"0,0",1,"2,3",0,"0,0",14,"32,6",24,"52,2",13,"30,2",15,"32,6",14,"32,6",7,"15,2",1,"2,3",3,"6,5",43,46
5923,LICEO AGRICOLA CRUZ DEL SUR,Subvencionado,Región de La Araucanía,Vilcún,RURAL,0,"0,0",0,"0,0",4,"20,0",0,"0,0",10,"50,0",10,"83,3",2,"10,0",2,"16,7",4,"20,0",0,"0,0",0,"0,0",0,"0,0",20,12
20074,CAMBRIDGE COLLEGE PRIMAVERA,Subvencionado,Región de La Araucanía,Vilcún,URBANO,0,"0,0",0,"0,0",3,"15,8",0,"0,0",9,"47,4",7,"38,9",4,"21,1",7,"38,9",3,"15,8",4,"22,2",0,"0,0",0,"0,0",19,18
6084,LICEO BICENTENARIO ARAUCANÍA,Municipal,Región de La Araucanía,Villarrica,URBANO,0,"0,0",1,"1,5",4,"6,9",3,"4,5",24,"41,4",31,"47,0",16,"27,6",22,"33,3",14,"24,1",9,"13,6",2,"3,4",0,"0,0",58,66
6085,LICEO POLITECNICO VILLARRICA,Municipal,Región de La Araucanía,Villarrica,URBANO,1,"1,6",1,"1,1",5,"7,9",6,"6,5",35,"55,6",35,"37,6",15,"23,8",36,"38,7",7,"11,1",15,"16,1",3,"4,8",5,"5,4",63,93
6087,ESCUELA ALEXANDER GRAHAM BELL,Municipal,Región de La Araucanía,Villarrica,URBANO,1,"4,8",0,"0,0",1,"4,8",0,"0,0",9,"42,9",13,"65,0",6,"28,6",4,"20,0",4,"19,0",3,"15,0",0,"0,0",0,"0,0",21,20
6112,COLEGIO DE HUMANIDADES DE VILLARICA,Subvencionado,Región de La Araucanía,Villarrica,URBANO,1,"1,2",0,"0,0",2,"2,5",0,"0,0",43,"53,1",57,"46,0",20,"24,7",42,"33,9",15,"18,5",25,"20,2",1,"1,2",4,"3,2",81,124
6113,ESCUELA INDUSTRIAL SAN JOSE,Subvencionado,Región de La Araucanía,Villarrica,URBANO,0,"0,0",0,"0,0",2,"1,8",0,"0,0",53,"46,5",0,"0,0",26,"22,8",1,"25,0",33,"28,9",3,"75,0",0,"0,0",0,"0,0",114,4
6115,COMPLEJO EDUCACIONAL SAN AGUSTIN,Subvencionado,Región de La Araucanía,Villarrica,URBANO,0,"0,0",0,"0,0",1,"3,4",1,"5,0",14,"48,3",6,"30,0",10,"34,5",7,"35,0",4,"13,8",6,"30,0",2,"6,9",0,"0,0",29,20
6118,COLEGIO SANTA CRUZ,Subvencionado,Región de La Araucanía,Villarrica,URBANO,0,"0,0",0,"0,0",6,"23,1",1,"3,3",8,"30,8",9,"30,0",9,"34,6",14,"46,7",3,"11,5",6,"20,0",0,"0,0",0,"0,0",26,30
6119,LICEO PART. LIBERTAD,Subvencionado,Región de La Araucanía,Villarrica,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",12,"46,2",8,"44,4",9,"34,6",7,"38,9",5,"19,2",3,"16,7",0,"0,0",0,"0,0",26,18
6120,COLEGIO ALBERTO HURTADO,Subvencionado,Región de La Araucanía,Villarrica,URBANO,1,"4,8",0,"0,0",1,"4,8",1,"4,2",9,"42,9",18,"75,0",9,"42,9",5,"20,8",1,"4,8",0,"0,0",0,"0,0",0,"0,0",21,24
6122,ESCUELA PARTICULAR ADVENTISTA,Subvencionado,Región de La Araucanía,Villarrica,URBANO,0,"0,0",0,"0,0",2,"11,1",0,"0,0",11,"61,1",6,"31,6",2,"11,1",6,"31,6",3,"16,7",7,"36,8",0,"0,0",0,"0,0",18,19
6135,ESCUELA PARTICULAR LUIS CRUZ MARTINEZ,Subvencionado,Región de La Araucanía,Villarrica,RURAL,0,"0,0",0,"0,0",1,"5,0",0,"0,0",12,"60,0",7,"58,3",4,"20,0",2,"16,7",3,"15,0",3,"25,0",1,"5,0",0,"0,0",20,12
19921,INSTITUTO CAMILO HENRIQUEZ,Subvencionado,Región de La Araucanía,Villarrica,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",14,"63,6",8,"57,1",7,"31,8",5,"35,7",1,"4,5",1,"7,1",1,"4,5",1,"7,1",22,14
20041,ESCUELA PARTICULAR CLAUDIO ARRAU,Subvencionado,Región de La Araucanía,Villarrica,RURAL,1,"6,3",0,"0,0",0,"0,0",0,"0,0",9,"56,3",10,"83,3",4,"25,0",2,"16,7",2,"12,5",0,"0,0",1,"6,3",0,"0,0",16,12
20095,COLEGIO CAMILO HENRIQUEZ DE PEDREGOSO,Subvencionado,Región de La Araucanía,Villarrica,RURAL,0,"0,0",0,"0,0",0,"0,0",0,"0,0",2,"25,0",1,"25,0",6,"75,0",3,"75,0",0,"0,0",0,"0,0",1,"12,5",2,"50,0",8,4
20213,COLEGIO PEDRO DE VALDIVIA,Subvencionado,Región de La Araucanía,Villarrica,RURAL,1,"4,0",0,"0,0",3,"12,0",0,"0,0",16,"64,0",9,"45,0",3,"12,0",7,"35,0",2,"8,0",4,"20,0",2,"8,0",1,"5,0",25,20
40110,COLEGIO SAINT MATTHEW,Subvencionado,Región de La Araucanía,Villarrica,URBANO,0,"0,0",0,"0,0",1,"5,3",1,"9,1",10,"52,6",6,"54,5",8,"42,1",3,"27,3",0,"0,0",1,"9,1",0,"0,0",0,"0,0",19,11
6586,LICEO JAMES MUNDELL,Municipal,Región de La Araucanía,Cholchol,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",4,"14,3",5,"31,3",18,"64,3",10,"62,5",6,"21,4",1,"6,3",1,"3,6",0,"0,0",28,16
6641,LICEO  AGRICOLA  CHOL CHOL,Subvencionado,Región de La Araucanía,Cholchol,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",7,"38,9",7,"58,3",8,"44,4",3,"25,0",3,"16,7",2,"16,7",1,"5,6",1,"8,3",18,12
6643,LICEO INTERCULTURAL TÉCNICO PROFESIONAL GUACOLDA,Subvencionado,Región de La Araucanía,Cholchol,URBANO,0,"0,0",0,"0,0",1,"2,1",0,"0,0",20,"42,6",24,"36,4",18,"38,3",25,"37,9",8,"17,0",17,"25,8",0,"0,0",4,"6,1",47,66
6649,LICEO SAN FRANCISCO DE ASIS DE CHOL CHOL,Subvencionado,Región de La Araucanía,Cholchol,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",5,"55,6",5,"55,6",1,"11,1",4,"44,4",3,"33,3",0,"0,0",0,"0,0",0,"0,0",9,9
6650,COLEGIO ANGLICANO WILLIAM WILSON,Subvencionado,Región de La Araucanía,Cholchol,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",6,"54,5",2,"18,2",3,"27,3",7,"63,6",2,"18,2",2,"18,2",0,"0,0",0,"0,0",11,11
5215,LICEO INDUSTRIAL B-5 ANGOL,Subvencionado,Región de La Araucanía,Angol,URBANO,0,"0,0",0,"0,0",3,"1,8",0,"0,0",80,"47,9",5,"55,6",42,"25,1",3,"33,3",42,"25,1",1,"11,1",5,"3,0",2,"22,2",167,9
5216,LICEO COMERCIAL ARMANDO BRAVO BRAVO,Municipal,Región de La Araucanía,Angol,URBANO,0,"0,0",0,"0,0",2,"3,8",3,"4,5",24,"46,2",37,"56,1",20,"38,5",21,"31,8",6,"11,5",5,"7,6",2,"3,8",3,"4,5",52,66
5218,LICEO ENRIQUE BALLACEY COTTEREAU,Municipal,Región de La Araucanía,Angol,URBANO,1,"1,1",0,"0,0",7,"7,5",4,"3,5",47,"50,5",58,"50,9",27,"29,0",31,"27,2",11,"11,8",21,"18,4",0,"0,0",5,"4,4",93,114
5219,LICEO TECNICO JUANITA FERNANDEZ SOLAR,Municipal,Región de La Araucanía,Angol,URBANO,0,"0,0",0,"0,0",6,"7,6",5,"3,0",26,"32,9",64,"38,6",25,"31,6",52,"31,3",22,"27,8",45,"27,1",7,"8,9",5,"3,0",79,166
5264,COLEGIO SAN FRANCISCO DE ASIS  DE ANGOL,Subvencionado,Región de La Araucanía,Angol,URBANO,1,"2,2",2,"5,7",0,"0,0",0,"0,0",22,"48,9",14,"40,0",16,"35,6",16,"45,7",6,"13,3",3,"8,6",1,"2,2",0,"0,0",45,35
5265,COLEGIO ADVENTISTA DE ANGOL,Subvencionado,Región de La Araucanía,Angol,URBANO,2,"10,5",0,"0,0",1,"5,3",0,"0,0",11,"57,9",11,"45,8",4,"21,1",9,"37,5",1,"5,3",4,"16,7",1,"5,3",0,"0,0",19,24
5267,ESCUELA AGRICOLA EL VERGEL,Subvencionado,Región de La Araucanía,Angol,RURAL,0,"0,0",0,"0,0",0,"0,0",1,"7,1",16,"59,3",7,"50,0",4,"14,8",4,"28,6",7,"25,9",2,"14,3",2,"7,4",1,"7,1",27,14
19952,COLEGIO ANGOL,Subvencionado,Región de La Araucanía,Angol,URBANO,1,"4,3",0,"0,0",2,"8,7",0,"0,0",8,"34,8",6,"18,8",8,"34,8",13,"40,6",4,"17,4",13,"40,6",1,"4,3",0,"0,0",23,32
19972,MOZART SCHOOL,Subvencionado,Región de La Araucanía,Angol,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",7,"58,3",6,"50,0",4,"33,3",4,"33,3",1,"8,3",2,"16,7",0,"0,0",0,"0,0",12,12
20068,ESCUELA PARTICULAR SAINT GEORGE,Subvencionado,Región de La Araucanía,Angol,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",1,"100,0",3,"75,0",0,"0,0",1,"25,0",0,"0,0",0,"0,0",0,"0,0",0,"0,0",1,4
20136,LICEO POLITECNICO LOS NOGALES,Subvencionado,Región de La Araucanía,Angol,URBANO,0,"0,0",0,"0,0",1,"5,3",0,"0,0",8,"42,1",1,"16,7",7,"36,8",2,"33,3",3,"15,8",3,"50,0",0,"0,0",2,"33,3",19,6
5282,COMPLEJO EDUCACIONAL COLLIPULLI,Municipal,Región de La Araucanía,Collipulli,URBANO,0,"0,0",0,"0,0",2,"2,0",3,"2,4",45,"45,5",67,"53,6",32,"32,3",41,"32,8",20,"20,2",14,"11,2",2,"2,0",4,"3,2",99,125
5315,COLEGIO PARTIC. WOLFGANG AMADEUS MOZART,Subvencionado,Región de La Araucanía,Collipulli,URBANO,0,"0,0",0,"0,0",3,"5,5",3,"3,4",36,"65,5",41,"46,6",12,"21,8",31,"35,2",4,"7,3",13,"14,8",2,"3,6",0,"0,0",55,88
5343,LICEO POLITECNICO C-12 CURACAUTIN,Subvencionado,Región de La Araucanía,Curacautín,URBANO,1,"1,6",0,"0,0",1,"1,6",0,"0,0",27,"42,9",11,"37,9",24,"38,1",11,"37,9",10,"15,9",7,"24,1",2,"3,2",1,"3,4",63,29
5344,LICEO LAS ARAUCARIAS,Municipal,Región de La Araucanía,Curacautín,URBANO,0,"0,0",0,"0,0",4,"5,7",0,"0,0",32,"45,7",60,"63,2",29,"41,4",27,"28,4",5,"7,1",8,"8,4",0,"0,0",1,"1,1",70,95
5374,LICEO ALONSO DE ERCILLA Y ZUÑIGA,Municipal,Región de La Araucanía,Ercilla,URBANO,0,"0,0",0,"0,0",3,"12,5",0,"0,0",8,"33,3",5,"23,8",9,"37,5",13,"61,9",4,"16,7",3,"14,3",0,"0,0",2,"9,5",24,21
5323,LICEO BRIGADIER CARLOS SCHALCHLI V.,Municipal,Región de La Araucanía,Lonquimay,URBANO,1,"1,3",0,"0,0",4,"5,1",4,"4,9",46,"58,2",45,"54,9",20,"25,3",23,"28,0",8,"10,1",10,"12,2",3,"3,8",4,"4,9",79,82
19913,COMPLEJO EDUCACIONAL LOS SAUCES,Municipal,Región de La Araucanía,Los Sauces,URBANO,1,"3,1",0,"0,0",2,"6,3",1,"2,6",10,"31,3",20,"51,3",13,"40,6",11,"28,2",6,"18,8",7,"17,9",0,"0,0",0,"0,0",32,39
20103,LICEO MUNICIPAL LUMACO,Municipal,Región de La Araucanía,Lumaco,URBANO,0,"0,0",0,"0,0",3,"9,1",3,"18,8",13,"39,4",7,"43,8",8,"24,2",4,"25,0",9,"27,3",2,"12,5",2,"6,1",0,"0,0",33,16
5507,LICEO MARIA AURORA GUINEZ RAMIREZ,Municipal,Región de La Araucanía,Purén,URBANO,0,"0,0",0,"0,0",1,"2,0",0,"0,0",18,"35,3",17,"37,0",18,"35,3",19,"41,3",14,"27,5",10,"21,7",1,"2,0",6,"13,0",51,46
5509,LICEO BICENTENARIO INDÓMITO DE PURÉN,Municipal,Región de La Araucanía,Purén,URBANO,1,"4,2",1,"2,8",0,"0,0",0,"0,0",15,"62,5",17,"47,2",8,"33,3",13,"36,1",0,"0,0",5,"13,9",0,"0,0",1,"2,8",24,36
5270,LICEO POLITECNICO DOMINGO STA MARIA,Municipal,Región de La Araucanía,Renaico,URBANO,0,"0,0",1,"2,7",1,"2,8",3,"8,1",9,"25,0",11,"29,7",15,"41,7",12,"32,4",11,"30,6",10,"27,0",1,"2,8",3,"8,1",36,37
5274,LICEO AGRICOLA FORESTAL MANZANARES,Municipal,Región de La Araucanía,Renaico,RURAL,0,"0,0",0,"0,0",0,"0,0",1,"6,7",14,"70,0",10,"66,7",4,"20,0",4,"26,7",2,"10,0",0,"0,0",1,"5,0",0,"0,0",20,15
5439,COMPLEJO EDUCACIONAL LUIS DURAND DURAND,Municipal,Región de La Araucanía,Traiguén,URBANO,1,"2,4",1,"2,4",1,"2,4",1,"2,4",25,"61,0",18,"43,9",13,"31,7",17,"41,5",1,"2,4",4,"9,8",3,"7,3",1,"2,4",41,41
5440,LICEO LUCILA GODOY ALCAYAGA,Municipal,Región de La Araucanía,Traiguén,URBANO,0,"0,0",0,"0,0",0,"0,0",1,"2,3",17,"45,9",18,"40,9",10,"27,0",13,"29,5",10,"27,0",12,"27,3",1,"2,7",0,"0,0",37,44
5465,COLEGIO LOUIS PASTEUR,Subvencionado,Región de La Araucanía,Traiguén,URBANO,1,"2,6",2,"5,4",3,"7,9",3,"8,1",23,"60,5",21,"56,8",9,"23,7",9,"24,3",2,"5,3",2,"5,4",1,"2,6",0,"0,0",38,37
5467,LICEO AGRICOLA Y FORESTAL SUIZO LA PROVI,Subvencionado,Región de La Araucanía,Traiguén,RURAL,0,"0,0",0,"0,0",2,"3,4",0,"0,0",27,"45,8",9,"40,9",15,"25,4",10,"45,5",15,"25,4",3,"13,6",3,"5,1",1,"4,5",59,22
20194,COLEGIO INGLES MI MUNDO,Subvencionado,Región de La Araucanía,Traiguén,URBANO,0,"0,0",0,"0,0",1,"12,5",0,"0,0",4,"50,0",4,"44,4",3,"37,5",1,"11,1",0,"0,0",4,"44,4",0,"0,0",0,"0,0",8,9
5393,LICEO POLITECNICO MANUEL MONTT,Municipal,Región de La Araucanía,Victoria,URBANO,0,"0,0",0,"0,0",8,"5,6",3,"2,4",63,"44,4",56,"44,1",41,"28,9",33,"26,0",30,"21,1",35,"27,6",8,"5,6",8,"6,3",142,127
5394,LICEO JORGE ALESSANDRI RODRIGUEZ,Municipal,Región de La Araucanía,Victoria,URBANO,1,"1,8",0,"0,0",1,"1,8",2,"3,2",25,"44,6",28,"44,4",17,"30,4",22,"34,9",12,"21,4",11,"17,5",1,"1,8",0,"0,0",56,63
5434,COLEGIO INSTITUTO VICTORIA,Subvencionado,Región de La Araucanía,Victoria,URBANO,0,"0,0",0,"0,0",4,"8,2",2,"5,0",20,"40,8",13,"32,5",16,"32,7",15,"37,5",9,"18,4",10,"25,0",0,"0,0",1,"2,5",49,40
5435,COLEGIO SANTA CRUZ DE VICTORIA,Subvencionado,Región de La Araucanía,Victoria,URBANO,0,"0,0",0,"0,0",4,"10,3",2,"4,8",23,"59,0",24,"57,1",8,"20,5",12,"28,6",4,"10,3",4,"9,5",1,"2,6",3,"7,1",39,42
20008,COLEGIO EL LABRADOR,Subvencionado,Región de La Araucanía,Victoria,URBANO,0,"0,0",0,"0,0",2,"8,3",6,"17,1",13,"54,2",18,"51,4",2,"8,3",9,"25,7",7,"29,2",2,"5,7",0,"0,0",1,"2,9",24,35
20052,COMPLEJO EDUCACIONAL VICTORIA,Subvencionado,Región de La Araucanía,Victoria,URBANO,0,"0,0",0,"0,0",2,"7,7",0,"0,0",12,"46,2",10,"47,6",7,"26,9",5,"23,8",5,"19,2",6,"28,6",3,"11,5",1,"4,8",26,21
7625,LICEO INDUSTRIAL PUERTO MONTT,Municipal,Región de Los Lagos,Puerto Montt,URBANO,3,"4,7",1,"14,3",9,"14,1",1,"14,3",23,"35,9",2,"28,6",21,"32,8",0,"0,0",8,"12,5",3,"42,9",2,"3,1",1,"14,3",64,7
7626,INSTITUTO COMERCIAL DE PUERTO MONTT,Municipal,Región de Los Lagos,Puerto Montt,URBANO,0,"0,0",0,"0,0",2,"2,9",0,"0,0",32,"47,1",34,"41,0",27,"39,7",32,"38,6",7,"10,3",17,"20,5",4,"5,9",4,"4,8",68,83
7627,LICEO DE HOMBRES MANUEL MONTT,Municipal,Región de Los Lagos,Puerto Montt,URBANO,11,"4,3",0,"0,0",22,"8,6",0,"0,0",135,"52,9",0,"0,0",58,"22,7",0,"0,0",29,"11,4",0,"0,0",8,"3,1",0,"0,0",255,0
7628,LICEO ISIDORA ZEGERS DE HUNEEUS,Municipal,Región de Los Lagos,Puerto Montt,URBANO,0,"0,0",0,"0,0",0,"0,0",5,"3,6",0,"0,0",85,"60,7",0,"0,0",30,"21,4",0,"0,0",20,"14,3",0,"0,0",3,"2,1",0,140
7629,LICEO ANDRES BELLO,Municipal,Región de Los Lagos,Puerto Montt,URBANO,0,"0,0",1,"1,2",3,"3,1",3,"3,6",49,"50,5",33,"39,8",25,"25,8",34,"41,0",20,"20,6",12,"14,5",5,"5,2",6,"7,2",97,83
7639,ESCUELA DARIO SALAS,Municipal,Región de Los Lagos,Puerto Montt,URBANO,0,"0,0",1,"2,9",1,"2,6",0,"0,0",21,"53,8",15,"44,1",10,"25,6",15,"44,1",7,"17,9",3,"8,8",2,"5,1",2,"5,9",39,34
7650,ESCUELA DE CULTURA Y DIFUSION ARTISTICA,Municipal,Región de Los Lagos,Puerto Montt,URBANO,0,"0,0",0,"0,0",1,"5,0",0,"0,0",8,"40,0",6,"33,3",6,"30,0",8,"44,4",5,"25,0",4,"22,2",1,"5,0",2,"11,1",20,18
7651,LICEO RURAL PIEDRA AZUL,Municipal,Región de Los Lagos,Puerto Montt,RURAL,0,"0,0",0,"0,0",2,"5,9",0,"0,0",19,"55,9",9,"52,9",7,"20,6",3,"17,6",6,"17,6",5,"29,4",3,"8,8",2,"11,8",34,17
7699,COLEGIO SALESIANO PADRE JOSE FERNANDEZ PEREZ,Subvencionado,Región de Los Lagos,Puerto Montt,URBANO,1,"0,7",0,"0,0",6,"3,9",4,"3,5",83,"54,2",54,"47,8",39,"25,5",38,"33,6",24,"15,7",17,"15,0",7,"4,6",5,"4,4",153,113
7701,COLEGIO ARRIARAN BARROS,Subvencionado,Región de Los Lagos,Puerto Montt,URBANO,0,"0,0",0,"0,0",3,"7,7",1,"2,0",20,"51,3",27,"52,9",10,"25,6",17,"33,3",6,"15,4",6,"11,8",0,"0,0",3,"5,9",39,51
7705,INSTITUTO POLITECNICO MARIA AUXILIADORA,Subvencionado,Región de Los Lagos,Puerto Montt,URBANO,0,"0,0",0,"0,0",0,"0,0",3,"1,7",0,"0,0",59,"33,0",0,"0,0",80,"44,7",0,"0,0",37,"20,7",0,"0,0",5,"2,8",0,179
7706,COLEGIO SANTO TOMAS DE PUERTO MONTT,Subvencionado,Región de Los Lagos,Puerto Montt,URBANO,1,"1,8",0,"0,0",2,"3,5",1,"2,1",35,"61,4",29,"61,7",13,"22,8",12,"25,5",6,"10,5",5,"10,6",1,"1,8",3,"6,4",57,47
7707,COLEGIO INMACULADA CONCEPCION,Subvencionado,Región de Los Lagos,Puerto Montt,URBANO,0,"0,0",0,"0,0",1,"10,0",3,"5,9",4,"40,0",28,"54,9",3,"30,0",13,"25,5",2,"20,0",7,"13,7",0,"0,0",0,"0,0",10,51
7709,ESCUELA PARTICULAR N. 192 SAN JOSE,Subvencionado,Región de Los Lagos,Puerto Montt,URBANO,0,"0,0",0,"0,0",0,"0,0",2,"2,7",0,"0,0",31,"41,3",0,"0,0",31,"41,3",0,"0,0",11,"14,7",0,"0,0",5,"6,7",0,75
20376,ESCUELA NUEVA ALERCE,Municipal,Región de Los Lagos,Puerto Montt,URBANO,1,"4,3",0,"0,0",1,"4,3",2,"8,3",13,"56,5",13,"54,2",7,"30,4",5,"20,8",1,"4,3",4,"16,7",1,"4,3",3,"12,5",23,24
20409,ESCUELA HOSPITALARIA PUERTO MONTT,Municipal,Región de Los Lagos,Puerto Montt,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",1,"100,0",0,"0,0",0,"0,0",0,"0,0",0,"0,0",0,"0,0",1,"100,0",0,"0,0",1,0
22086,LICEO RURAL LAS QUEMAS,Municipal,Región de Los Lagos,Puerto Montt,RURAL,1,"4,2",0,"0,0",0,"0,0",1,"9,1",11,"45,8",6,"54,5",5,"20,8",1,"9,1",7,"29,2",3,"27,3",0,"0,0",3,"27,3",24,11
22192,COLEGIO CATOLICO BEATO FEDERICO OZANAZ,Subvencionado,Región de Los Lagos,Puerto Montt,URBANO,0,"0,0",0,"0,0",1,"2,3",1,"2,3",20,"45,5",25,"58,1",14,"31,8",13,"30,2",9,"20,5",4,"9,3",1,"2,3",2,"4,7",44,43
22200,INSTITUTO DEL PACIFICO,Subvencionado,Región de Los Lagos,Puerto Montt,URBANO,0,"0,0",0,"0,0",1,"3,0",1,"3,3",13,"39,4",16,"53,3",11,"33,3",10,"33,3",8,"24,2",3,"10,0",1,"3,0",1,"3,3",33,30
22306,COLEGIO PUERTO MONTT,Subvencionado,Región de Los Lagos,Puerto Montt,URBANO,0,"0,0",0,"0,0",1,"9,1",0,"0,0",5,"45,5",5,"41,7",2,"18,2",5,"41,7",3,"27,3",2,"16,7",0,"0,0",0,"0,0",11,12
22356,COLEGIO PAIDEIA,Subvencionado,Región de Los Lagos,Puerto Montt,URBANO,2,"6,7",0,"0,0",3,"10,0",0,"0,0",14,"46,7",11,"55,0",7,"23,3",5,"25,0",4,"13,3",4,"20,0",1,"3,3",1,"5,0",30,20
22434,COLEGIO DOMINGO SANTA MARIA,Subvencionado,Región de Los Lagos,Puerto Montt,URBANO,2,"2,5",0,"0,0",10,"12,7",3,"3,0",42,"53,2",67,"67,7",21,"26,6",27,"27,3",4,"5,1",2,"2,0",5,"6,3",2,"2,0",79,99
22461,COLEGIO NUEVO HORIZONTE,Subvencionado,Región de Los Lagos,Puerto Montt,RURAL,0,"0,0",0,"0,0",0,"0,0",0,"0,0",23,"48,9",18,"64,3",12,"25,5",4,"14,3",12,"25,5",6,"21,4",2,"4,3",1,"3,6",47,28
22467,COLEGIO LAFQUEN MONTESSORI PUERTO MONTT,Subvencionado,Región de Los Lagos,Puerto Montt,URBANO,0,"0,0",0,"0,0",0,"0,0",1,"14,3",6,"66,7",3,"42,9",3,"33,3",2,"28,6",0,"0,0",1,"14,3",1,"11,1",0,"0,0",9,7
22494,LICEO TECNICO PROFESIONAL AGRICOLA MARITIMO BOSQUE NATIVO,Subvencionado,Región de Los Lagos,Puerto Montt,URBANO,2,"1,7",0,"0,0",3,"2,6",2,"1,8",47,"40,9",38,"33,3",37,"32,2",41,"36,0",26,"22,6",33,"28,9",5,"4,3",9,"7,9",115,114
22499,INSTITUTO INGLES ANTUQUENU,Subvencionado,Región de Los Lagos,Puerto Montt,URBANO,0,"0,0",0,"0,0",0,"0,0",2,"5,3",18,"47,4",20,"52,6",11,"28,9",12,"31,6",9,"23,7",4,"10,5",0,"0,0",0,"0,0",38,38
22543,LICEO COMERCIAL MIRAMAR,Municipal,Región de Los Lagos,Puerto Montt,URBANO,0,"0,0",0,"0,0",3,"2,7",1,"0,9",48,"42,9",55,"47,0",46,"41,1",49,"41,9",15,"13,4",12,"10,3",7,"6,3",6,"5,1",112,117
22544,LICEO CIENTIFICO HUMANISTA BENJAMIN VICUÑA MACKENNA,Municipal,Región de Los Lagos,Puerto Montt,URBANO,0,"0,0",0,"0,0",2,"14,3",0,"0,0",6,"42,9",8,"50,0",2,"14,3",6,"37,5",4,"28,6",2,"12,5",0,"0,0",2,"12,5",14,16
22553,LICEO INDUSTRIAL ALERCE,Municipal,Región de Los Lagos,Puerto Montt,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",31,"33,0",21,"52,5",40,"42,6",14,"35,0",23,"24,5",5,"12,5",3,"3,2",5,"12,5",94,40
22560,COLEGIO COLONOS DE ALERCE,Subvencionado,Región de Los Lagos,Puerto Montt,URBANO,0,"0,0",0,"0,0",0,"0,0",2,"4,8",16,"59,3",15,"35,7",9,"33,3",21,"50,0",2,"7,4",4,"9,5",0,"0,0",3,"7,1",27,42
22664,LICEO POLITECNICO MIRASOL,Municipal,Región de Los Lagos,Puerto Montt,URBANO,0,"0,0",2,"3,3",1,"1,9",3,"5,0",22,"42,3",31,"51,7",14,"26,9",15,"25,0",15,"28,8",9,"15,0",3,"5,8",4,"6,7",52,60
22702,INSTITUTO TECNICO ALERCE CORDILLERA,Subvencionado,Región de Los Lagos,Puerto Montt,URBANO,1,"2,0",0,"0,0",5,"10,2",2,"4,1",15,"30,6",20,"40,8",17,"34,7",14,"28,6",11,"22,4",13,"26,5",2,"4,1",6,"12,2",49,49
40256,COLEGIO TECNICO NACIONES UNIDAS,Subvencionado,Región de Los Lagos,Puerto Montt,URBANO,0,"0,0",0,"0,0",2,"3,6",3,"4,2",26,"46,4",25,"35,2",17,"30,4",29,"40,8",11,"19,6",14,"19,7",1,"1,8",3,"4,2",56,71
40285,COLEGIO PARTICULAR DA VINCI SCHOOL,Subvencionado,Región de Los Lagos,Puerto Montt,URBANO,0,"0,0",0,"0,0",0,"0,0",1,"5,6",4,"50,0",11,"61,1",2,"25,0",4,"22,2",2,"25,0",2,"11,1",0,"0,0",0,"0,0",8,18
40316,COLEGIO PUMANQUE,Subvencionado,Región de Los Lagos,Puerto Montt,URBANO,1,"5,3",0,"0,0",1,"5,3",0,"0,0",11,"57,9",14,"77,8",5,"26,3",3,"16,7",1,"5,3",1,"5,6",0,"0,0",0,"0,0",19,18
40343,COLEGIO CREACION LA ARAUCANA PUERTO MONTT,Subvencionado,Región de Los Lagos,Puerto Montt,URBANO,0,"0,0",0,"0,0",2,"7,4",3,"8,6",17,"63,0",15,"42,9",2,"7,4",11,"31,4",6,"22,2",6,"17,1",2,"7,4",0,"0,0",27,35
