idrbd,dnino,dnina,bpnino,bpnina,nnino,nnina,snino,snina,onino,onina,rtnino,rtnina,tnino,tnina,total
8505,0,2,0,6,0,103,0,89,2,61,1,11,2,261,263
8506,1,1,11,8,70,91,26,74,23,56,1,9,131,230,361
8507,1,0,8,0,42,61,46,50,19,8,1,3,116,119,235
8535,0,1,1,1,12,7,5,4,1,2,0,0,19,15,34
8592,0,2,0,6,0,35,0,26,0,17,0,2,0,86,86
8598,1,0,1,1,10,25,7,19,4,4,2,1,23,49,72
8601,0,1,1,0,10,6,1,2,2,0,0,0,14,9,23
8604,1,0,2,1,18,26,8,12,4,2,0,0,33,41,74
8611,1,0,4,4,20,18,8,8,8,3,1,0,41,33,74
8615,0,1,0,2,0,40,0,24,0,13,0,2,0,80,80
8617,0,0,0,13,0,68,0,68,0,41,0,5,0,190,190
8618,2,0,7,2,24,37,18,20,14,10,0,0,65,69,134
8620,1,0,1,1,8,3,6,5,6,2,1,1,22,11,33
8625,0,0,7,3,79,8,36,8,31,2,8,2,153,21,174
8627,3,3,4,6,52,86,25,25,7,3,1,3,91,123,214
8639,0,0,3,4,12,22,15,5,1,2,1,1,31,33,64
8643,0,2,1,6,1,106,2,62,2,23,2,5,6,199,205
8649,3,0,2,0,8,5,6,3,2,2,3,0,21,10,31
8652,0,0,0,0,2,11,18,9,1,0,0,0,21,20,41
8658,0,0,0,2,0,42,0,30,0,7,0,1,0,81,81
8666,0,0,1,0,5,7,8,9,3,4,1,0,17,20,37
8671,0,0,0,2,7,12,8,3,5,0,0,0,20,17,37
8675,0,0,0,4,0,27,0,19,0,4,0,1,0,54,54
8676,0,0,0,2,24,17,13,9,2,1,2,1,39,29,68
8680,0,0,2,2,15,19,2,9,2,5,0,0,21,35,56
8697,0,0,4,0,22,8,23,5,6,0,1,2,55,13,68
8740,0,1,0,2,2,11,2,13,0,6,0,0,4,33,37
8756,0,1,9,4,39,46,35,22,22,8,2,1,105,81,186
8768,1,0,0,1,5,5,5,4,3,2,0,0,14,12,26
8791,0,0,0,5,0,37,0,22,0,4,0,1,0,68,68
8811,1,0,3,7,38,43,18,34,14,10,1,4,74,94,168
8812,0,0,8,2,43,11,28,4,20,4,1,0,99,21,120
8814,1,0,0,0,28,9,20,10,11,7,2,1,60,26,86
12260,0,0,4,2,26,15,14,6,5,5,1,1,49,28,77
24473,0,0,4,4,21,36,22,29,13,15,0,4,60,84,144
24638,7,1,7,5,32,16,13,7,3,3,0,1,62,32,94
25185,0,0,2,1,15,20,13,9,8,6,0,0,38,36,74
25269,0,0,2,0,10,10,4,3,5,2,0,0,21,15,36
25359,0,0,0,0,5,3,5,3,2,0,0,0,12,6,18
25509,0,0,0,2,6,26,7,25,5,7,0,1,18,60,78
31295,0,0,4,5,39,43,47,41,16,13,2,5,106,102,208
9865,0,0,1,0,10,6,6,4,1,4,0,0,18,14,32
9900,1,0,5,2,61,34,42,21,24,22,1,4,133,79,212
9903,0,0,6,1,25,41,14,21,8,8,0,1,53,71,124
9919,0,0,0,1,0,22,0,12,0,7,0,0,0,42,42
9923,1,0,2,0,16,5,12,1,9,2,3,0,40,8,48
9947,1,0,13,0,109,0,55,0,33,0,2,0,211,0,211
9972,0,0,1,0,10,8,3,11,9,4,0,0,23,23,46
9979,1,0,3,0,5,6,2,5,4,0,1,1,15,11,26
26164,0,0,0,0,3,1,4,2,2,1,0,0,9,4,13
10052,0,2,6,1,26,12,25,10,20,8,2,2,77,33,110
10075,0,0,1,1,19,18,12,17,6,11,2,4,38,47,85
10126,0,0,0,1,10,8,9,3,9,1,0,0,28,13,41
10158,1,0,3,4,13,21,8,9,11,5,1,1,36,39,75
10164,0,0,0,1,10,10,3,8,4,2,0,1,17,21,38
10193,0,0,0,1,7,7,6,9,6,9,0,1,19,26,45
26303,1,0,3,4,19,22,8,12,14,12,0,3,45,50,95
31288,0,0,3,2,4,14,4,19,9,16,2,1,20,51,71
10251,0,0,4,1,11,4,4,7,4,3,0,0,23,15,38
10253,1,1,2,3,30,33,23,25,16,6,2,5,72,68,140
10259,0,0,6,0,21,7,7,3,12,8,1,0,46,18,64
10269,0,0,0,1,8,8,7,4,7,2,2,0,22,15,37
10315,2,0,2,2,12,4,8,1,1,1,0,0,25,8,33
10329,0,0,0,1,16,19,9,3,0,0,2,0,25,23,48
10344,2,1,7,1,15,24,10,14,6,1,1,1,40,41,81
10385,0,0,2,0,7,9,8,10,5,4,0,0,22,23,45
25396,1,1,6,3,40,47,29,33,26,20,1,3,102,104,206
9687,0,0,3,2,13,28,17,25,8,12,2,4,41,67,108
9688,2,0,2,0,11,12,5,14,5,6,2,0,25,32,57
9768,1,1,5,1,26,29,15,28,7,15,1,0,54,74,128
9780,1,0,1,1,7,6,6,7,6,6,0,0,21,20,41
9824,2,0,3,2,19,16,9,8,7,11,1,1,40,37,77
9834,0,0,2,0,36,37,40,32,17,12,6,4,95,81,176
9844,0,0,0,1,7,16,5,15,4,13,0,3,16,45,61
9852,0,0,1,2,21,35,9,25,5,11,0,1,36,73,109
10573,1,0,3,0,16,3,11,3,11,2,1,0,42,8,50
10604,2,0,0,0,9,9,3,6,2,1,1,0,16,16,32
10626,0,0,0,0,11,9,4,7,2,2,0,1,17,18,35
10632,0,1,2,3,40,25,7,17,14,14,1,1,63,60,123
11818,0,0,1,1,9,9,8,4,7,2,0,1,25,16,41
25256,0,0,2,1,17,18,10,12,5,3,0,0,34,34,68
25304,1,2,9,2,49,40,51,20,24,11,5,3,134,75,209
25464,3,0,6,0,30,35,35,23,11,9,0,2,85,67,152
25645,1,0,6,13,74,117,53,88,39,50,4,5,173,268,441
25655,0,0,1,1,14,5,7,5,3,4,2,0,25,15,40
8518,0,0,2,1,19,16,10,7,4,5,0,0,35,29,64
8613,0,1,0,2,0,24,0,5,0,3,0,0,0,35,35
8631,1,0,1,2,6,4,6,8,4,3,0,1,18,17,35
8634,2,0,9,0,39,0,15,0,9,0,0,0,74,0,74
8657,1,1,1,3,10,9,10,9,8,11,2,0,30,33,63
8715,0,0,1,1,13,5,5,2,3,0,0,1,22,8,30
9861,2,1,2,2,17,13,10,8,2,2,1,0,33,26,59
9862,0,0,8,2,38,41,17,31,23,20,3,3,86,94,180
9866,2,0,3,3,31,28,15,32,22,14,7,4,73,77,150
9912,0,0,0,0,0,20,0,22,0,3,0,1,0,45,45
9930,0,1,2,0,7,9,6,6,4,1,0,0,19,17,36
9940,0,0,1,1,18,23,6,23,11,5,0,4,36,52,88
9942,0,0,2,0,6,3,4,5,2,1,0,0,14,9,23
9960,1,0,0,1,7,8,5,4,3,1,1,1,16,14,30
10058,0,0,2,0,9,12,16,10,12,12,6,3,39,34,73
24685,1,0,6,4,76,101,52,75,29,29,0,4,164,209,373
10250,1,0,4,1,15,18,7,6,1,3,0,2,28,28,56
10337,0,0,1,2,11,10,7,4,5,3,0,0,24,19,43
24407,0,0,4,1,10,7,6,15,3,9,1,0,23,32,55
25899,0,0,1,1,10,14,10,5,14,3,0,2,35,23,58
8497,1,0,3,0,28,25,12,5,3,0,1,0,47,30,77
8514,0,0,1,6,0,52,0,35,0,19,1,1,1,112,113
8542,1,0,3,0,22,0,9,0,8,0,0,0,43,0,43
8589,2,0,3,2,39,28,22,26,4,5,0,0,70,61,131
8616,1,1,3,4,35,55,17,21,9,10,2,3,65,91,156
8644,2,0,8,1,105,23,85,14,23,0,13,0,223,38,261
8654,0,0,3,1,9,12,4,9,4,4,2,0,20,26,46
10199,0,0,2,0,21,18,17,13,6,4,0,2,46,35,81
10220,1,0,2,0,38,0,16,0,9,0,1,0,66,0,66
10223,2,0,7,2,46,48,31,33,17,26,6,12,103,109,212
10224,0,3,0,8,0,47,0,24,0,5,0,1,0,87,87
10350,0,0,0,1,0,28,0,25,0,14,0,1,0,68,68
11885,0,0,3,0,20,0,14,0,6,0,0,0,43,0,43
20519,0,0,1,1,15,6,2,6,3,1,0,0,21,14,35
9693,1,1,3,2,74,54,70,44,30,5,4,1,178,106,284
9701,1,0,2,0,17,8,5,3,2,3,1,1,27,14,41
9722,0,0,2,1,15,4,13,3,4,0,1,0,34,8,42
9754,0,0,3,0,35,22,25,23,18,13,4,2,81,58,139
9757,0,0,0,2,0,51,0,19,0,4,0,4,0,76,76
9758,1,0,3,1,12,26,13,8,2,1,2,0,31,36,67
9759,0,0,0,9,0,50,0,20,0,9,0,1,0,88,88
9766,0,0,0,0,11,10,8,10,2,3,0,0,21,23,44
9767,0,0,4,7,6,34,9,13,5,3,1,2,24,57,81
9771,0,0,4,2,22,24,7,14,4,5,0,0,37,45,82
9779,1,0,4,1,30,19,12,21,5,11,2,2,52,52,104
9781,3,2,5,9,66,131,67,101,40,51,2,9,181,294,475
9784,0,0,2,0,17,2,11,4,2,1,1,0,32,7,39
9797,0,0,6,0,15,10,2,6,2,1,0,0,25,17,42
9801,0,0,6,4,20,21,15,14,5,8,0,0,46,47,93
9827,0,2,4,2,48,36,19,25,13,9,4,2,84,74,158
9829,1,1,3,2,31,35,11,28,7,12,2,1,53,78,131
9860,3,0,3,0,70,4,74,0,46,0,8,2,196,4,200
11918,4,0,7,2,31,26,11,20,11,8,1,2,64,56,120
25265,0,0,2,2,15,22,12,16,2,7,1,1,31,47,78
25480,0,1,0,0,3,5,8,9,1,0,0,0,12,15,27
25727,1,0,10,0,53,0,35,0,25,0,2,0,124,0,124
25995,3,1,6,5,34,28,34,24,19,9,0,1,96,67,163
26384,0,0,1,0,7,8,6,8,4,6,0,1,18,22,40
8724,0,1,1,1,8,9,4,5,1,0,0,0,14,16,30
9281,0,1,2,0,28,42,28,22,12,14,1,1,70,79,149
9283,0,0,1,0,7,9,5,4,3,0,2,1,16,13,29
9285,0,0,3,0,9,5,4,7,3,0,1,1,19,12,31
9288,2,0,5,0,20,14,4,4,2,4,1,0,33,22,55
9292,3,0,6,2,19,20,9,13,7,2,1,0,44,37,81
9293,0,0,0,0,8,10,4,5,0,3,0,0,12,18,30
9294,2,0,2,0,9,7,7,3,2,1,0,0,22,11,33
9298,1,0,4,2,11,7,7,5,7,7,3,0,30,21,51
9312,0,1,3,4,51,50,16,35,19,12,1,3,89,102,191
9317,0,0,6,0,52,0,15,0,13,0,1,0,86,0,86
9318,0,0,1,1,8,13,4,4,1,0,0,0,14,18,32
9324,0,0,1,0,5,8,3,3,4,2,1,0,13,13,26
9328,1,0,4,3,26,29,13,15,12,8,4,4,56,55,111
9330,1,0,2,1,15,11,6,5,5,1,2,0,29,18,47
9331,0,1,3,6,43,50,33,16,8,3,2,2,87,76,163
9332,1,0,4,3,17,10,11,10,2,1,0,1,35,24,59
9339,0,0,0,0,4,1,2,2,4,2,0,0,10,5,15
9340,1,1,7,5,30,75,10,15,9,6,1,0,57,102,159
9347,2,2,7,5,20,41,13,23,6,8,0,7,48,79,127
9356,1,2,6,6,29,49,11,18,3,4,0,2,50,79,129
9369,0,0,2,1,12,10,6,11,2,2,1,0,22,24,46
9373,1,0,2,0,4,16,8,14,4,4,0,1,19,34,53
9377,1,1,12,2,37,21,21,12,13,7,0,1,84,43,127
9385,1,0,2,1,20,17,5,13,5,6,0,1,33,37,70
9534,0,0,2,2,27,27,12,21,5,5,1,2,46,55,101
11947,0,0,0,0,10,9,16,9,1,0,0,0,27,18,45
12085,1,0,2,0,8,10,6,3,4,0,0,0,21,13,34
12234,1,0,0,3,7,4,9,5,4,3,1,1,21,15,36
13220,0,0,2,1,12,16,5,15,4,2,0,0,23,34,57
16958,0,0,1,0,8,5,8,8,1,2,0,1,18,15,33
24405,0,2,0,0,10,5,5,9,2,0,0,0,17,16,33
24426,0,0,3,0,16,15,15,7,4,3,0,0,38,25,63
24448,0,0,0,1,6,11,1,1,0,1,2,0,7,14,21
24599,0,0,3,0,31,35,35,35,9,8,5,0,78,78,156
24756,1,0,3,1,15,26,16,19,10,1,0,0,45,47,92
24766,0,0,2,1,10,11,3,5,5,5,0,2,20,22,42
24800,0,0,1,0,10,5,4,4,3,3,0,0,18,12,30
24864,0,0,0,0,5,11,10,6,4,0,0,1,19,17,36
25153,0,0,4,3,45,48,19,31,8,9,0,4,76,91,167
25196,2,1,4,2,20,13,5,10,3,6,1,0,34,32,66
25342,0,1,2,0,22,13,11,8,6,2,1,0,41,24,65
25367,0,0,2,6,26,23,12,9,2,2,1,1,42,40,82
25382,0,0,0,1,6,7,4,6,5,1,0,0,15,15,30
25393,4,0,4,4,9,9,3,9,1,2,0,1,21,24,45
25577,1,0,3,0,19,20,9,15,8,8,0,0,40,43,83
25644,0,0,0,0,7,2,4,0,5,1,0,0,16,3,19
25703,0,0,1,2,5,10,4,10,3,1,0,3,13,23,36
25704,0,0,3,2,17,31,11,6,2,2,0,0,33,41,74
25709,0,0,2,1,19,13,5,8,3,5,0,0,29,27,56
25712,0,0,1,0,5,3,9,5,4,1,0,2,19,9,28
25713,0,0,0,1,5,10,3,6,2,1,0,0,10,18,28
25722,1,0,0,3,17,20,6,9,2,1,1,1,26,33,59
25751,0,0,8,5,26,38,17,10,8,4,3,2,59,57,116
25950,2,1,7,3,8,10,1,3,3,4,0,1,21,21,42
26001,2,0,3,6,42,43,11,12,0,0,0,0,58,61,119
26028,2,0,2,2,11,7,5,5,1,1,1,1,21,15,36
26053,0,0,3,4,30,41,12,8,2,1,0,1,47,54,101
26292,1,0,8,4,23,31,14,23,9,18,3,2,55,76,131
26411,0,0,0,0,5,12,30,22,1,1,0,0,36,35,71
31432,0,0,2,2,14,28,8,10,9,7,2,1,33,47,80
9582,1,0,1,1,21,12,7,6,9,7,2,1,39,26,65
9587,0,0,1,0,8,11,5,5,4,5,0,0,18,21,39
9637,1,1,2,2,26,28,21,24,13,16,1,1,63,71,134
9655,0,0,5,1,17,13,16,19,2,6,1,1,40,39,79
9684,0,0,1,0,7,8,5,13,5,6,0,0,18,27,45
11977,1,0,2,3,11,9,6,5,2,4,0,0,22,21,43
11994,0,0,1,0,12,18,5,15,9,14,0,1,27,47,74
24717,0,0,3,0,8,15,4,7,6,0,1,0,21,22,43
25220,1,0,2,2,23,27,11,13,7,14,1,2,44,56,100
26501,2,1,1,3,26,27,14,13,16,9,2,3,59,53,112
31161,0,0,1,0,12,19,7,11,8,9,0,3,28,39,67
9583,0,0,0,3,19,20,20,21,11,9,3,1,50,53,103
9634,1,1,5,6,39,28,30,24,19,10,1,1,94,69,163
9656,1,0,5,3,13,20,8,18,5,10,0,1,32,51,83
9665,1,1,0,0,16,22,11,16,18,23,0,2,46,62,108
11805,0,0,2,0,11,11,7,6,2,1,0,0,22,18,40
24403,0,0,0,0,9,9,12,5,1,0,2,0,22,14,36
24689,0,0,0,1,3,7,16,6,2,0,0,0,21,14,35
24714,0,0,0,0,9,8,6,2,6,11,0,4,21,21,42
24885,1,1,4,1,30,37,18,30,9,28,4,2,62,97,159
24946,2,0,3,1,30,56,13,37,28,24,1,4,76,118,194
24956,0,0,3,0,30,0,16,0,11,0,1,0,60,0,60
25027,2,0,2,3,15,19,5,18,4,8,0,2,28,48,76
25082,2,0,3,0,15,9,11,10,7,10,0,2,38,29,67
25114,0,0,5,1,25,18,12,11,8,11,0,1,50,41,91
25250,0,0,0,2,0,23,0,21,0,23,0,1,0,69,69
25462,1,0,3,1,17,24,7,6,1,6,0,0,29,37,66
25562,3,0,2,6,12,25,12,16,3,7,0,0,32,54,86
25671,0,1,1,1,11,9,10,4,6,2,2,0,28,17,45
25779,0,0,2,2,19,19,22,17,14,14,3,11,57,52,109
25824,0,0,10,6,68,41,29,20,25,14,7,1,132,81,213
9006,0,0,4,3,36,22,18,17,11,8,3,3,69,50,119
9007,2,1,2,3,16,11,9,8,10,5,0,0,39,28,67
9008,2,1,3,1,13,20,7,9,9,7,0,0,34,38,72
9020,0,0,0,1,19,23,7,9,2,7,0,0,28,40,68
9033,1,0,1,4,22,21,5,11,6,2,1,0,35,38,73
25101,0,0,7,2,18,27,18,12,10,4,0,1,53,45,98
25520,1,0,1,2,15,25,12,16,4,1,1,0,33,44,77
8815,0,0,5,3,35,31,29,21,11,4,1,3,80,59,139
8818,3,0,5,0,17,30,8,9,8,3,0,1,41,42,83
8819,0,0,1,0,24,18,11,10,0,1,0,1,36,29,65
8822,1,1,2,0,16,13,11,7,2,8,0,0,32,29,61
8827,0,1,4,2,18,27,5,13,5,2,0,1,32,45,77
8828,1,0,1,2,24,19,16,11,9,10,1,3,51,42,93
8835,3,0,11,1,13,15,7,13,2,5,2,0,36,34,70
8849,1,0,2,2,15,25,7,11,6,7,0,2,31,45,76
8854,0,0,3,0,6,6,5,0,0,1,0,0,14,7,21
8861,0,0,1,0,9,12,5,2,1,1,0,0,16,15,31
24721,1,0,2,1,10,12,4,5,2,1,1,0,19,19,38
8841,2,0,1,2,18,18,6,17,8,6,2,0,35,43,78
12225,1,1,3,2,21,22,6,11,6,5,0,3,37,41,78
24486,1,0,3,0,11,20,7,4,5,3,0,0,27,27,54
24751,0,0,4,0,24,21,16,10,12,12,2,3,56,43,99
25395,0,0,2,1,19,11,7,12,2,8,0,0,30,32,62
25630,0,0,1,0,7,3,6,2,3,3,0,0,17,8,25
26037,0,0,2,1,9,5,4,5,10,4,2,0,25,15,40
9690,0,0,2,2,5,2,6,2,1,1,0,0,14,7,21
9697,0,0,1,0,10,10,8,5,7,4,2,0,26,19,45
9726,0,0,0,1,13,9,5,4,0,2,0,0,18,16,34
9796,1,0,0,0,7,9,5,5,1,4,1,0,14,18,32
9800,1,0,3,2,18,23,7,13,10,9,0,4,39,47,86
9810,1,0,1,0,16,16,8,4,15,10,2,1,41,30,71
9828,0,0,0,0,12,7,3,1,1,6,0,1,16,14,30
9853,0,0,2,0,5,8,2,4,8,2,0,1,17,14,31
26372,0,0,1,1,20,20,6,10,6,6,0,0,33,37,70
10076,0,1,0,4,29,20,13,9,14,10,0,4,56,44,100
10091,0,0,6,1,19,14,7,10,18,7,11,2,50,32,82
10106,0,0,1,1,6,7,7,11,3,4,2,0,17,23,40
10140,1,0,2,0,8,13,6,2,1,0,0,0,18,15,33
10162,0,0,3,0,9,10,7,5,6,5,1,1,25,20,45
24730,0,0,0,0,5,10,6,8,4,4,1,0,15,22,37
25839,0,0,0,1,2,2,1,1,0,1,0,0,3,5,8
9069,0,0,0,0,7,16,12,7,2,4,0,0,21,27,48
9072,1,1,3,0,37,34,16,15,15,9,5,5,72,59,131
9075,0,0,4,1,12,9,6,4,3,3,5,1,25,17,42
9150,1,0,1,0,11,8,12,5,2,3,1,0,27,16,43
9168,1,0,2,0,14,17,9,19,3,6,0,1,29,42,71
9172,1,0,1,1,6,5,0,3,0,0,0,0,8,9,17
9185,2,0,4,0,65,0,38,0,17,0,1,0,126,0,126
9208,0,0,3,1,19,11,10,15,2,1,1,1,34,28,62
24427,0,0,5,2,28,26,13,12,1,3,0,0,47,43,90
25525,1,0,2,1,10,5,5,7,3,3,1,0,21,16,37
25693,0,0,3,0,12,10,1,5,1,5,0,0,17,20,37
8511,1,0,1,3,17,13,3,18,3,7,0,0,25,41,66
8681,0,1,1,0,15,25,17,11,10,6,0,0,43,43,86
9863,1,1,6,1,20,18,13,12,8,1,0,0,48,33,81
9864,1,0,8,4,18,21,13,19,15,9,0,2,55,53,108
9867,5,2,9,7,56,39,29,20,11,15,4,0,110,83,193
9887,0,0,4,0,21,18,17,14,6,1,2,0,48,33,81
9889,1,1,2,0,14,21,9,13,12,10,2,5,38,45,83
9896,0,0,9,4,26,23,15,10,10,1,2,3,60,38,98
9897,2,1,15,7,66,40,32,25,30,16,2,4,145,89,234
9905,0,1,2,2,17,36,10,13,0,4,1,0,29,56,85
9906,0,0,5,0,18,19,14,20,8,11,1,1,45,50,95
9907,1,0,4,2,13,20,9,11,3,4,0,2,30,37,67
9909,1,0,16,9,80,92,53,66,33,57,6,12,183,224,407
9910,1,0,1,0,9,7,3,7,2,5,0,3,16,19,35
9911,0,2,2,2,6,29,6,27,4,11,1,3,18,71,89
9917,2,2,7,6,37,49,32,38,12,16,3,6,90,111,201
9924,2,0,2,2,26,36,8,8,2,0,0,2,40,46,86
9926,0,0,0,1,8,14,1,14,2,4,1,0,11,33,44
9937,0,0,0,7,0,40,0,16,0,7,0,2,0,70,70
9945,1,1,2,1,8,7,6,5,1,1,1,0,18,15,33
9950,0,0,2,1,12,6,4,4,6,3,0,0,24,14,38
9955,0,0,0,0,10,11,12,4,1,2,1,1,23,17,40
9957,3,0,16,0,93,4,54,3,41,1,2,0,207,8,215
9959,2,2,5,9,47,41,25,38,19,13,4,7,98,103,201
9967,1,0,2,0,10,35,2,5,4,2,0,0,19,42,61
9973,0,0,0,1,0,20,0,4,0,3,0,1,0,28,28
9981,3,0,13,0,53,16,26,9,18,1,2,2,113,26,139
24626,3,2,8,9,38,78,22,48,7,18,0,2,78,155,233
24898,1,0,1,0,8,15,5,11,3,4,0,0,18,30,48
25091,0,0,6,3,43,55,41,39,15,11,0,1,105,108,213
25160,0,0,3,0,1,4,0,1,0,0,0,0,4,5,9
25197,0,0,1,1,13,7,5,2,1,2,0,0,20,12,32
25198,1,0,2,6,31,63,26,26,9,6,2,0,69,101,170
25258,0,0,3,0,15,24,8,9,5,6,0,3,31,39,70
25300,0,0,1,0,3,5,5,7,3,5,1,1,12,17,29
25328,1,1,3,2,21,9,10,11,4,2,0,0,39,25,64
25368,1,0,5,1,22,22,18,21,15,10,2,4,61,54,115
25369,3,1,8,10,74,123,45,69,19,10,0,6,149,213,362
25471,1,0,1,1,7,16,4,4,5,2,0,0,18,23,41
25481,0,1,0,0,12,8,6,2,3,1,1,0,21,12,33
25482,0,1,2,2,9,4,2,4,2,1,2,0,15,12,27
25501,0,0,2,3,22,17,3,9,11,4,3,1,38,33,71
25550,5,4,4,6,29,39,8,20,4,3,0,2,50,72,122
25681,0,0,1,0,14,7,5,2,3,0,1,1,23,9,32
25700,2,0,0,0,14,21,8,10,2,2,0,1,26,33,59
25739,2,0,2,2,20,23,19,19,4,7,3,4,47,51,98
25749,1,0,7,1,42,67,31,31,13,15,1,5,94,114,208
25766,2,2,3,6,47,32,21,31,4,7,2,2,77,78,155
25770,4,0,21,0,137,0,77,0,35,0,0,0,274,0,274
25785,1,0,1,2,18,13,11,21,3,8,0,0,34,44,78
25790,1,0,1,1,5,6,3,11,1,1,0,0,11,19,30
25885,0,0,4,6,21,21,4,16,2,4,0,1,31,47,78
25921,0,1,0,1,23,13,1,1,2,0,3,1,26,16,42
26137,0,1,1,0,6,7,0,2,0,2,1,1,7,12,19
26209,0,0,1,0,6,9,4,3,8,3,0,0,19,15,34
26228,0,0,1,0,4,6,3,9,6,2,1,0,14,17,31
26368,1,0,2,0,10,11,5,6,2,2,0,0,20,19,39
26405,1,1,8,5,33,29,14,26,10,10,3,2,66,71,137
26436,0,0,3,2,55,56,32,37,11,19,0,2,101,114,215
26465,0,0,2,0,14,9,4,6,2,5,1,0,22,20,42
26538,2,0,7,8,67,58,45,45,10,17,0,5,131,128,259
31065,0,0,4,5,25,41,16,22,7,14,1,1,52,82,134
31074,0,0,0,9,0,105,0,42,0,6,0,1,0,162,162
31290,1,0,1,0,7,10,9,4,2,1,0,1,20,15,35
9058,1,0,0,2,29,32,11,17,9,7,1,1,50,58,108
9060,1,3,4,4,43,44,18,18,9,10,1,2,75,79,154
9061,0,0,1,0,8,5,6,5,3,2,0,0,18,12,30
9063,2,0,16,0,116,9,82,8,36,2,4,0,252,19,271
9064,0,1,0,0,28,38,11,37,9,18,0,0,48,94,142
9065,0,0,6,3,25,28,19,14,7,5,4,1,57,50,107
9071,1,0,4,5,38,37,9,26,1,5,1,1,53,73,126
9073,0,1,0,10,0,76,0,55,0,23,0,3,0,165,165
9074,3,1,18,7,87,84,47,50,23,32,4,2,178,174,352
9077,0,0,3,0,56,7,28,5,9,1,3,1,96,13,109
9078,1,0,3,3,18,25,9,13,6,4,1,0,37,45,82
9082,4,1,12,9,56,43,26,15,2,5,13,4,100,73,173
9100,0,0,7,4,27,29,20,18,12,4,0,1,66,55,121
9146,0,0,0,0,0,11,0,11,0,3,0,1,0,25,25
9147,1,0,1,2,14,9,13,8,6,5,0,0,35,24,59
9151,0,0,0,1,0,11,0,5,0,3,0,0,0,20,20
9159,0,0,3,0,12,6,5,4,5,1,0,0,25,11,36
9177,1,0,0,0,23,29,16,22,2,1,19,4,42,52,94
9179,0,2,4,4,19,14,15,11,2,1,0,0,40,32,72
9184,0,0,0,2,0,15,0,14,0,6,0,2,0,37,37
9194,2,2,18,7,138,71,61,50,45,29,2,3,264,159,423
9209,0,1,0,5,0,35,0,23,0,8,0,1,0,72,72
12217,3,3,9,3,61,70,29,35,16,15,2,4,118,126,244
25716,0,1,1,0,10,14,11,10,5,1,0,1,27,26,53
9410,0,0,0,0,8,3,3,2,6,1,0,0,17,6,23
9419,0,0,0,0,1,4,1,0,1,2,0,0,3,6,9
9505,0,0,6,2,23,18,7,17,7,10,1,1,43,47,90
9686,1,0,3,3,19,23,10,17,7,16,1,2,40,59,99
9694,0,0,6,2,18,13,15,11,14,5,1,2,53,31,84
9695,0,0,2,0,23,13,7,5,2,3,3,2,34,21,55
9799,2,0,4,3,20,17,17,29,9,9,2,2,52,58,110
9845,0,0,0,1,11,11,3,12,2,5,1,0,16,29,45
9087,1,0,3,0,17,16,16,16,13,9,2,2,50,41,91
9088,1,0,3,0,23,19,11,18,9,9,1,2,47,46,93
9105,0,1,3,1,15,8,6,7,4,7,1,1,28,24,52
9106,2,0,5,3,50,40,21,17,10,5,1,0,88,65,153
9107,0,0,0,0,10,12,7,10,2,1,1,1,19,23,42
9111,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
9117,1,0,0,1,11,6,2,9,5,0,0,1,19,16,35
9140,1,0,3,2,15,7,6,10,3,4,1,1,28,23,51
9158,0,0,2,3,23,20,11,19,6,5,2,1,42,47,89
9164,0,0,0,1,0,23,0,22,0,14,0,2,0,60,60
9182,0,0,2,0,13,8,4,2,5,1,1,0,24,11,35
9200,0,0,1,0,12,8,6,4,6,5,0,3,25,17,42
9213,0,0,0,1,5,7,1,7,4,6,0,2,10,21,31
24789,3,3,2,6,37,51,19,6,2,1,3,0,63,67,130
25028,0,0,4,1,17,15,13,11,4,3,0,1,38,30,68
25589,1,0,1,1,4,15,7,9,1,1,1,1,14,26,40
25717,0,1,2,0,31,31,19,21,4,8,3,1,56,61,117
25804,0,0,0,6,30,35,14,15,6,1,1,0,50,57,107
26075,0,0,3,0,7,2,3,3,1,1,1,1,14,6,20
8925,4,0,16,0,112,0,69,0,51,0,6,0,252,0,252
8926,0,1,0,8,0,109,0,76,0,30,0,3,0,224,224
8927,0,2,0,12,0,143,0,63,0,16,0,4,0,236,236
8928,12,0,28,0,232,0,95,0,55,0,1,0,422,0,422
8930,0,4,0,9,1,125,0,68,0,8,1,3,1,214,215
8938,1,2,4,0,33,33,27,22,12,7,1,1,77,64,141
8944,0,1,5,1,24,24,15,11,2,3,0,2,46,40,86
8945,0,1,0,4,0,71,0,47,0,23,0,5,0,146,146
8954,0,1,0,11,0,30,1,13,0,9,0,0,1,64,65
25402,1,0,6,0,43,0,24,0,10,0,0,0,84,0,84
25541,0,0,2,2,13,21,1,3,0,0,1,0,16,26,42
26426,0,0,1,0,0,1,0,0,1,0,1,0,2,1,3
10077,0,0,2,5,24,12,18,12,17,18,2,3,61,47,108
10130,0,0,0,2,7,8,5,7,7,2,0,0,19,19,38
10187,0,0,0,1,0,44,0,25,0,11,0,1,0,81,81
11923,1,1,8,0,24,24,15,19,11,12,1,1,59,56,115
12242,0,0,2,2,25,18,18,21,5,8,3,0,50,49,99
24790,0,0,3,0,10,9,6,1,3,0,0,1,22,10,32
24843,0,0,0,0,14,16,17,7,0,0,6,0,31,23,54
24889,1,1,1,0,17,14,17,5,8,10,2,7,44,30,74
